knn3: 1; 1; [[1.]]; [[ 1.  1. 24.]]; [[57024. 61502. 67588.]]
knn5: 1; 1; [[1.]]; [[ 1.  1. 24. 24.  1.]]; [[57024. 61502. 67588. 69220. 78954.]]
knn7: 1; 1; [[1.]]; [[ 1.  1. 24. 24.  1. 16. 24.]]; [[57024. 61502. 67588. 69220. 78954. 88942. 90900.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[18208. 20168. 20816.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[18208. 20168. 20816. 23066. 27138.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[18208. 20168. 20816. 23066. 27138. 28180. 30006.]]
knn3: 3; 9; [[9.]]; [[3. 9. 9.]]; [[19118. 36616. 41232.]]
knn5: 3; 9; [[9.]]; [[3. 9. 9. 9. 9.]]; [[19118. 36616. 41232. 42202. 42232.]]
knn7: 3; 9; [[9.]]; [[ 3.  9.  9.  9.  9. 21. 12.]]; [[19118. 36616. 41232. 42202. 42232. 49474. 53568.]]
knn3: 4; 4; [[4.]]; [[9. 4. 4.]]; [[35564. 36582. 38932.]]
knn5: 4; 4; [[4.]]; [[ 9.  4.  4.  4. 18.]]; [[35564. 36582. 38932. 50644. 54078.]]
knn7: 4; 4; [[4.]]; [[ 9.  4.  4.  4. 18.  9.  6.]]; [[35564. 36582. 38932. 50644. 54078. 54472. 54554.]]
knn3: 5; 5; [[5.]]; [[5. 5. 5.]]; [[18286. 21862. 55626.]]
knn5: 5; 5; [[5.]]; [[ 5.  5.  5. 25.  5.]]; [[18286. 21862. 55626. 66326. 74638.]]
knn7: 5; 5; [[5.]]; [[ 5.  5.  5. 25.  5.  9. 23.]]; [[18286. 21862. 55626. 66326. 74638. 76538. 78324.]]
knn3: 6; 6; [[6.]]; [[ 6.  6. 39.]]; [[17302. 21452. 34246.]]
knn5: 6; 6; [[6.]]; [[ 6.  6. 39.  6.  2.]]; [[17302. 21452. 34246. 35140. 38042.]]
knn7: 6; 6; [[6.]]; [[ 6.  6. 39.  6.  2.  6.  2.]]; [[17302. 21452. 34246. 35140. 38042. 40478. 42496.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[20050. 22012. 23206.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[20050. 22012. 23206. 24302. 25448.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[20050. 22012. 23206. 24302. 25448. 25818. 27468.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[44688. 70716. 93684.]]
knn5: 8; 8; [[8.]]; [[ 8.  8.  8.  8. 40.]]; [[ 44688.  70716.  93684.  97094. 103098.]]
knn7: 8; 8; [[8.]]; [[ 8.  8.  8.  8. 40. 25.  8.]]; [[ 44688.  70716.  93684.  97094. 103098. 103186. 113294.]]
knn3: 9; 9; [[9.]]; [[9. 9. 9.]]; [[25556. 29336. 32740.]]
knn5: 9; 9; [[9.]]; [[ 9.  9.  9. 12.  4.]]; [[25556. 29336. 32740. 33368. 34950.]]
knn7: 9; 9; [[9.]]; [[ 9.  9.  9. 12.  4.  9. 30.]]; [[25556. 29336. 32740. 33368. 34950. 35534. 37552.]]
