knn3: 1; 24; [[24.]]; [[24.  1. 24.]]; [[35932. 48042. 52178.]]
knn5: 1; 1; [[1.]]; [[24.  1. 24.  1. 21.]]; [[35932. 48042. 52178. 58206. 60006.]]
knn7: 1; 1; [[1.]]; [[24.  1. 24.  1. 21.  2.  1.]]; [[35932. 48042. 52178. 58206. 60006. 60266. 60354.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[15730. 17614. 18754.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[15730. 17614. 18754. 18806. 20760.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[15730. 17614. 18754. 18806. 20760. 23206. 26640.]]
knn3: 3; 3; [[3.]]; [[ 3.  9. 21.]]; [[20166. 32148. 32668.]]
knn5: 3; 9; [[9.]]; [[ 3.  9. 21.  9. 29.]]; [[20166. 32148. 32668. 35298. 36778.]]
knn7: 3; 9; [[9.]]; [[ 3.  9. 21.  9. 29. 21. 29.]]; [[20166. 32148. 32668. 35298. 36778. 36902. 37450.]]
knn3: 4; 4; [[4.]]; [[9. 4. 4.]]; [[23156. 24918. 25586.]]
knn5: 4; 4; [[4.]]; [[ 9.  4.  4. 33.  9.]]; [[23156. 24918. 25586. 38578. 39234.]]
knn7: 4; 4; [[4.]]; [[ 9.  4.  4. 33.  9. 21. 33.]]; [[23156. 24918. 25586. 38578. 39234. 39908. 40684.]]
knn3: 5; 5; [[5.]]; [[5. 5. 5.]]; [[18920. 21708. 32076.]]
knn5: 5; 5; [[5.]]; [[ 5.  5.  5. 23.  5.]]; [[18920. 21708. 32076. 43640. 54224.]]
knn7: 5; 5; [[5.]]; [[ 5.  5.  5. 23.  5.  9.  9.]]; [[18920. 21708. 32076. 43640. 54224. 57436. 58238.]]
knn3: 6; 6; [[6.]]; [[6. 6. 6.]]; [[15146. 17878. 32968.]]
knn5: 6; 6; [[6.]]; [[ 6.  6.  6. 38. 38.]]; [[15146. 17878. 32968. 33468. 33992.]]
knn7: 6; 6; [[6.]]; [[ 6.  6.  6. 38. 38. 22. 18.]]; [[15146. 17878. 32968. 33468. 33992. 34102. 34218.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[13596. 14704. 15950.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[13596. 14704. 15950. 17274. 17646.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[13596. 14704. 15950. 17274. 17646. 17956. 18638.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[40876. 46644. 65906.]]
knn5: 8; 8; [[8.]]; [[8. 8. 8. 8. 8.]]; [[40876. 46644. 65906. 66528. 66666.]]
knn7: 8; 8; [[8.]]; [[ 8.  8.  8.  8.  8. 19. 19.]]; [[40876. 46644. 65906. 66528. 66666. 70756. 76278.]]
knn3: 9; 9; [[9.]]; [[ 9.  9. 21.]]; [[23068. 25352. 26144.]]
knn5: 9; 9; [[9.]]; [[ 9.  9. 21.  9.  9.]]; [[23068. 25352. 26144. 27206. 28566.]]
knn7: 9; 9; [[9.]]; [[ 9.  9. 21.  9.  9. 12. 33.]]; [[23068. 25352. 26144. 27206. 28566. 31678. 34302.]]
knn3: 10; 10; [[10.]]; [[10. 10. 10.]]; [[30986. 38620. 45958.]]
knn5: 10; 10; [[10.]]; [[10. 10. 10. 10. 10.]]; [[30986. 38620. 45958. 45976. 51718.]]
knn7: 10; 10; [[10.]]; [[10. 10. 10. 10. 10.  5.  9.]]; [[30986. 38620. 45958. 45976. 51718. 53646. 54030.]]
knn3: 11; 11; [[11.]]; [[11. 11. 11.]]; [[14282. 14454. 21164.]]
knn5: 11; 11; [[11.]]; [[11. 11. 11. 11. 11.]]; [[14282. 14454. 21164. 21236. 23190.]]
knn7: 11; 11; [[11.]]; [[11. 11. 11. 11. 11. 32. 32.]]; [[14282. 14454. 21164. 21236. 23190. 26290. 28340.]]
knn3: 12; 12; [[12.]]; [[12. 12. 40.]]; [[35924. 37450. 52926.]]
knn5: 12; 12; [[12.]]; [[12. 12. 40. 12. 40.]]; [[35924. 37450. 52926. 53348. 58912.]]
knn7: 12; 12; [[12.]]; [[12. 12. 40. 12. 40.  9.  9.]]; [[35924. 37450. 52926. 53348. 58912. 66236. 77640.]]
knn3: 13; 13; [[13.]]; [[13. 12. 13.]]; [[37646. 44342. 44356.]]
knn5: 13; 13; [[13.]]; [[13. 12. 13. 13. 18.]]; [[37646. 44342. 44356. 45230. 46288.]]
knn7: 13; 13; [[13.]]; [[13. 12. 13. 13. 18. 12. 23.]]; [[37646. 44342. 44356. 45230. 46288. 53438. 56204.]]
knn3: 14; 14; [[14.]]; [[14. 14. 14.]]; [[14066. 16640. 19958.]]
knn5: 14; 14; [[14.]]; [[14. 14. 14. 14. 14.]]; [[14066. 16640. 19958. 21598. 26424.]]
knn7: 14; 14; [[14.]]; [[14. 14. 14. 14. 14. 14. 14.]]; [[14066. 16640. 19958. 21598. 26424. 28376. 29058.]]
knn3: 15; 15; [[15.]]; [[15. 15. 15.]]; [[15564. 18524. 20888.]]
knn5: 15; 15; [[15.]]; [[15. 15. 15. 15. 34.]]; [[15564. 18524. 20888. 28072. 33154.]]
knn7: 15; 15; [[15.]]; [[15. 15. 15. 15. 34. 34. 34.]]; [[15564. 18524. 20888. 28072. 33154. 35104. 37070.]]
knn3: 16; 10; [[10.]]; [[10. 10. 10.]]; [[30500. 30564. 36210.]]
knn5: 16; 10; [[10.]]; [[10. 10. 10. 10. 10.]]; [[30500. 30564. 36210. 41182. 46252.]]
