knn3: 1; 1; [[1.]]; [[ 1.  1. 21.]]; [[ 39550.  45524. 109520.]]
knn5: 1; 1; [[1.]]; [[ 1.  1. 21.  1. 24.]]; [[ 39550.  45524. 109520. 110382. 114172.]]
knn7: 1; 1; [[1.]]; [[ 1.  1. 21.  1. 24.  1. 18.]]; [[ 39550.  45524. 109520. 110382. 114172. 115392. 128126.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[18552. 21436. 22830.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[18552. 21436. 22830. 29872. 30198.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[18552. 21436. 22830. 29872. 30198. 30664. 33938.]]
knn3: 3; 23; [[23.]]; [[23.  3. 23.]]; [[40198. 46872. 53394.]]
knn5: 3; 23; [[23.]]; [[23.  3. 23.  4. 40.]]; [[40198. 46872. 53394. 68464. 72346.]]
knn7: 3; 23; [[23.]]; [[23.  3. 23.  4. 40.  9. 23.]]; [[40198. 46872. 53394. 68464. 72346. 79730. 80556.]]
knn3: 4; 4; [[4.]]; [[ 4. 40.  5.]]; [[21370. 31976. 32634.]]
knn5: 4; 9; [[9.]]; [[ 4. 40.  5.  9.  9.]]; [[21370. 31976. 32634. 34950. 35618.]]
knn7: 4; 5; [[5.]]; [[ 4. 40.  5.  9.  9. 10.  5.]]; [[21370. 31976. 32634. 34950. 35618. 36508. 37478.]]
knn3: 5; 5; [[5.]]; [[ 5.  5. 40.]]; [[22464. 31880. 33048.]]
knn5: 5; 5; [[5.]]; [[ 5.  5. 40.  9. 18.]]; [[22464. 31880. 33048. 34132. 41646.]]
knn7: 5; 5; [[5.]]; [[ 5.  5. 40.  9. 18. 18.  9.]]; [[22464. 31880. 33048. 34132. 41646. 45148. 51224.]]
knn3: 6; 6; [[6.]]; [[6. 6. 6.]]; [[17302. 26706. 35896.]]
knn5: 6; 6; [[6.]]; [[6. 6. 6. 2. 2.]]; [[17302. 26706. 35896. 40150. 44010.]]
knn7: 6; 6; [[6.]]; [[6. 6. 6. 2. 2. 6. 6.]]; [[17302. 26706. 35896. 40150. 44010. 46786. 47408.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[20050. 20726. 21658.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[20050. 20726. 21658. 21680. 23322.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[20050. 20726. 21658. 21680. 23322. 23880. 27484.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[19870. 46716. 62902.]]
knn5: 8; 8; [[8.]]; [[8. 8. 8. 5. 5.]]; [[ 19870.  46716.  62902. 112704. 125346.]]
knn7: 8; 8; [[8.]]; [[ 8.  8.  8.  5.  5. 19.  8.]]; [[ 19870.  46716.  62902. 112704. 125346. 125890. 127116.]]
knn3: 9; 5; [[5.]]; [[9. 5. 5.]]; [[20764. 30312. 36972.]]
knn5: 9; 5; [[5.]]; [[ 9.  5.  5. 40.  4.]]; [[20764. 30312. 36972. 37580. 39294.]]
knn7: 9; 5; [[5.]]; [[ 9.  5.  5. 40.  4.  3.  9.]]; [[20764. 30312. 36972. 37580. 39294. 40112. 40870.]]
knn3: 10; 10; [[10.]]; [[10. 10. 10.]]; [[21800. 28046. 34494.]]
knn5: 10; 10; [[10.]]; [[10. 10. 10. 10. 29.]]; [[21800. 28046. 34494. 41972. 47270.]]
knn7: 10; 10; [[10.]]; [[10. 10. 10. 10. 29. 29. 28.]]; [[21800. 28046. 34494. 41972. 47270. 51908. 52116.]]
knn3: 11; 11; [[11.]]; [[11. 11. 11.]]; [[18344. 23912. 30416.]]
knn5: 11; 11; [[11.]]; [[11. 11. 11. 11. 11.]]; [[18344. 23912. 30416. 39418. 49950.]]
knn7: 11; 11; [[11.]]; [[11. 11. 11. 11. 11. 14. 11.]]; [[18344. 23912. 30416. 39418. 49950. 53730. 54066.]]
knn3: 12; 12; [[12.]]; [[12. 12. 12.]]; [[16588. 17606. 29288.]]
knn5: 12; 12; [[12.]]; [[12. 12. 12.  9.  9.]]; [[16588. 17606. 29288. 31674. 39396.]]
knn7: 12; 12; [[12.]]; [[12. 12. 12.  9.  9. 12.  9.]]; [[16588. 17606. 29288. 31674. 39396. 39962. 45658.]]
knn3: 13; 13; [[13.]]; [[13. 23. 13.]]; [[28148. 61462. 62754.]]
knn5: 13; 13; [[13.]]; [[13. 23. 13. 13. 25.]]; [[28148. 61462. 62754. 64328. 67664.]]
knn7: 13; 13; [[13.]]; [[13. 23. 13. 13. 25. 25. 25.]]; [[28148. 61462. 62754. 64328. 67664. 74466. 76882.]]
knn3: 14; 14; [[14.]]; [[14. 14. 14.]]; [[12410. 15164. 16430.]]
knn5: 14; 14; [[14.]]; [[14. 14. 14. 14. 14.]]; [[12410. 15164. 16430. 23196. 25554.]]
knn7: 14; 14; [[14.]]; [[14. 14. 14. 14. 14. 11. 14.]]; [[12410. 15164. 16430. 23196. 25554. 27792. 29320.]]
knn3: 15; 15; [[15.]]; [[15. 15. 15.]]; [[19864. 20778. 23616.]]
knn5: 15; 15; [[15.]]; [[15. 15. 15. 15. 39.]]; [[19864. 20778. 23616. 27936. 46130.]]
knn7: 15; 15; [[15.]]; [[15. 15. 15. 15. 39. 26. 26.]]; [[19864. 20778. 23616. 27936. 46130. 51556. 53226.]]
knn3: 16; 16; [[16.]]; [[16. 18. 29.]]; [[16238. 50654. 50756.]]
knn5: 16; 16; [[16.]]; [[16. 18. 29. 28. 37.]]; [[16238. 50654. 50756. 51280. 55020.]]
knn7: 16; 29; [[29.]]; [[16. 18. 29. 28. 37. 29. 21.]]; [[16238. 50654. 50756. 51280. 55020. 56382. 56690.]]
knn3: 17; 22; [[22.]]; [[17. 22. 22.]]; [[12134. 33814. 35002.]]
knn5: 17; 22; [[22.]]; [[17. 22. 22. 30. 30.]]; [[12134. 33814. 35002. 38556. 38956.]]
knn7: 17; 30; [[30.]]; [[17. 22. 22. 30. 30. 30. 29.]]; [[12134. 33814. 35002. 38556. 38956. 41910. 41978.]]
knn3: 18; 18; [[18.]]; [[18. 18. 18.]]; [[19850. 26854. 29958.]]
knn5: 18; 18; [[18.]]; [[18. 18. 18. 18. 13.]]; [[19850. 26854. 29958. 34558. 37500.]]
knn7: 18; 18; [[18.]]; [[18. 18. 18. 18. 13.  5. 26.]]; [[19850. 26854. 29958. 34558. 37500. 45582. 46758.]]
knn3: 19; 19; [[19.]]; [[19. 19. 19.]]; [[23210. 36746. 49982.]]
knn5: 19; 19; [[19.]]; [[19. 19. 19.  5. 19.]]; [[23210. 36746. 49982. 69320. 69462.]]
knn7: 19; 19; [[19.]]; [[19. 19. 19.  5. 19. 19.  5.]]; [[23210. 36746. 49982. 69320. 69462. 76332. 78168.]]
knn3: 20; 20; [[20.]]; [[20. 20. 20.]]; [[29152. 32354. 36904.]]
knn5: 20; 20; [[20.]]; [[20. 20. 20. 22. 22.]]; [[29152. 32354. 36904. 45876. 50438.]]
knn7: 20; 20; [[20.]]; [[20. 20. 20. 22. 22.  6. 22.]]; [[29152. 32354. 36904. 45876. 50438. 51938. 53354.]]
knn3: 21; 21; [[21.]]; [[21. 21. 21.]]; [[20096. 21224. 26256.]]
knn5: 21; 21; [[21.]]; [[21. 21. 21. 21. 29.]]; [[20096. 21224. 26256. 30286. 32000.]]
knn7: 21; 21; [[21.]]; [[21. 21. 21. 21. 29. 21. 29.]]; [[20096. 21224. 26256. 30286. 32000. 40230. 42878.]]
knn3: 22; 22; [[22.]]; [[22. 22.  2.]]; [[35622. 35930. 43848.]]
knn5: 22; 22; [[22.]]; [[22. 22.  2. 22.  2.]]; [[35622. 35930. 43848. 48238. 50906.]]
knn7: 22; 2; [[2.]]; [[22. 22.  2. 22.  2.  2.  2.]]; [[35622. 35930. 43848. 48238. 50906. 53460. 53850.]]
knn3: 23; 23; [[23.]]; [[23. 23. 23.]]; [[26550. 26772. 38666.]]
knn5: 23; 23; [[23.]]; [[23. 23. 23. 23. 23.]]; [[26550. 26772. 38666. 52854. 71300.]]
knn7: 23; 23; [[23.]]; [[23. 23. 23. 23. 23. 23. 26.]]; [[ 26550.  26772.  38666.  52854.  71300.  75730. 130556.]]
knn3: 24; 24; [[24.]]; [[24. 24. 24.]]; [[31670. 33372. 34974.]]
knn5: 24; 24; [[24.]]; [[24. 24. 24. 24.  1.]]; [[31670. 33372. 34974. 48550. 59032.]]
knn7: 24; 24; [[24.]]; [[24. 24. 24. 24.  1. 16. 16.]]; [[31670. 33372. 34974. 48550. 59032. 66612. 79952.]]
knn3: 25; 25; [[25.]]; [[25. 25. 25.]]; [[24472. 27242. 32434.]]
knn5: 25; 25; [[25.]]; [[25. 25. 25. 25. 25.]]; [[24472. 27242. 32434. 33000. 34796.]]
knn7: 25; 25; [[25.]]; [[25. 25. 25. 25. 25. 25. 40.]]; [[24472. 27242. 32434. 33000. 34796. 48506. 51668.]]
knn3: 26; 26; [[26.]]; [[26. 26. 18.]]; [[34696. 52670. 56060.]]
knn5: 26; 26; [[26.]]; [[26. 26. 18. 26. 26.]]; [[34696. 52670. 56060. 61978. 62972.]]
knn7: 26; 26; [[26.]]; [[26. 26. 18. 26. 26. 18. 39.]]; [[34696. 52670. 56060. 61978. 62972. 67516. 68038.]]
knn3: 27; 27; [[27.]]; [[27. 27. 27.]]; [[14298. 16386. 18046.]]
knn5: 27; 27; [[27.]]; [[27. 27. 27. 27. 27.]]; [[14298. 16386. 18046. 19300. 23388.]]
knn7: 27; 27; [[27.]]; [[27. 27. 27. 27. 27. 27. 27.]]; [[14298. 16386. 18046. 19300. 23388. 26260. 32376.]]
knn3: 28; 28; [[28.]]; [[28. 28. 28.]]; [[16644. 17114. 21984.]]
knn5: 28; 28; [[28.]]; [[28. 28. 28. 28. 37.]]; [[16644. 17114. 21984. 24816. 38326.]]
knn7: 28; 28; [[28.]]; [[28. 28. 28. 28. 37. 37. 37.]]; [[16644. 17114. 21984. 24816. 38326. 43298. 45542.]]
knn3: 29; 29; [[29.]]; [[29. 29. 29.]]; [[14436. 15874. 23078.]]
knn5: 29; 29; [[29.]]; [[29. 29. 29. 21. 29.]]; [[14436. 15874. 23078. 24970. 25396.]]
knn7: 29; 29; [[29.]]; [[29. 29. 29. 21. 29. 29. 21.]]; [[14436. 15874. 23078. 24970. 25396. 30532. 32350.]]
knn3: 30; 30; [[30.]]; [[30. 30. 30.]]; [[18568. 26244. 28824.]]
knn5: 30; 30; [[30.]]; [[30. 30. 30. 30. 30.]]; [[18568. 26244. 28824. 38718. 38912.]]
knn7: 30; 30; [[30.]]; [[30. 30. 30. 30. 30. 33. 30.]]; [[18568. 26244. 28824. 38718. 38912. 39526. 41616.]]
knn3: 31; 31; [[31.]]; [[31. 31. 19.]]; [[24922. 52852. 59212.]]
knn5: 31; 19; [[19.]]; [[31. 31. 19. 19. 19.]]; [[24922. 52852. 59212. 62532. 64106.]]
knn7: 31; 19; [[19.]]; [[31. 31. 19. 19. 19. 19. 23.]]; [[24922. 52852. 59212. 62532. 64106. 70604. 72196.]]
knn3: 32; 32; [[32.]]; [[32. 32. 11.]]; [[18726. 19048. 34424.]]
knn5: 32; 32; [[32.]]; [[32. 32. 11. 32. 32.]]; [[18726. 19048. 34424. 36576. 37094.]]
knn7: 32; 32; [[32.]]; [[32. 32. 11. 32. 32. 32. 11.]]; [[18726. 19048. 34424. 36576. 37094. 38170. 38610.]]
knn3: 33; 33; [[33.]]; [[33. 33. 33.]]; [[23402. 26338. 27196.]]
knn5: 33; 33; [[33.]]; [[33. 33. 33. 33. 33.]]; [[23402. 26338. 27196. 31480. 33374.]]
knn7: 33; 33; [[33.]]; [[33. 33. 33. 33. 33. 33.  4.]]; [[23402. 26338. 27196. 31480. 33374. 33738. 33946.]]
knn3: 34; 34; [[34.]]; [[34. 34. 34.]]; [[14674. 15026. 19570.]]
knn5: 34; 34; [[34.]]; [[34. 34. 34. 34. 34.]]; [[14674. 15026. 19570. 22470. 23866.]]
knn7: 34; 34; [[34.]]; [[34. 34. 34. 34. 34. 34. 34.]]; [[14674. 15026. 19570. 22470. 23866. 32590. 46080.]]
knn3: 35; 35; [[35.]]; [[35. 35. 35.]]; [[27186. 40314. 69980.]]
knn5: 35; 35; [[35.]]; [[35. 35. 35. 33. 39.]]; [[27186. 40314. 69980. 72250. 89676.]]
knn7: 35; 35; [[35.]]; [[35. 35. 35. 33. 39.  9. 21.]]; [[27186. 40314. 69980. 72250. 89676. 92698. 94706.]]
knn3: 36; 36; [[36.]]; [[36. 36. 36.]]; [[27240. 29770. 43128.]]
