knn3: 1; 18; [[18.]]; [[21. 18. 18.]]; [[76748. 77874. 80082.]]
knn5: 1; 18; [[18.]]; [[21. 18. 18. 15. 29.]]; [[76748. 77874. 80082. 80190. 80830.]]
knn7: 1; 18; [[18.]]; [[21. 18. 18. 15. 29. 21. 16.]]; [[76748. 77874. 80082. 80190. 80830. 83532. 83580.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[16132. 16714. 17238.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[16132. 16714. 17238. 20070. 21004.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[16132. 16714. 17238. 20070. 21004. 21612. 23206.]]
knn3: 3; 3; [[3.]]; [[ 3.  9. 21.]]; [[20166. 32148. 32668.]]
knn5: 3; 9; [[9.]]; [[ 3.  9. 21.  9.  9.]]; [[20166. 32148. 32668. 35298. 35560.]]
knn7: 3; 9; [[9.]]; [[ 3.  9. 21.  9.  9. 21. 29.]]; [[20166. 32148. 32668. 35298. 35560. 36902. 37450.]]
knn3: 4; 4; [[4.]]; [[21.  4. 18.]]; [[24902. 26546. 27412.]]
knn5: 4; 5; [[5.]]; [[21.  4. 18.  5.  5.]]; [[24902. 26546. 27412. 28344. 31942.]]
knn7: 4; 5; [[5.]]; [[21.  4. 18.  5.  5.  9. 40.]]; [[24902. 26546. 27412. 28344. 31942. 32944. 33300.]]
knn3: 5; 5; [[5.]]; [[5. 5. 5.]]; [[31104. 32076. 34516.]]
knn5: 5; 5; [[5.]]; [[ 5.  5.  5. 23. 19.]]; [[31104. 32076. 34516. 43066. 46048.]]
knn7: 5; 5; [[5.]]; [[ 5.  5.  5. 23. 19.  5. 40.]]; [[31104. 32076. 34516. 43066. 46048. 48464. 50298.]]
knn3: 6; 6; [[6.]]; [[6. 6. 6.]]; [[16784. 17442. 19462.]]
knn5: 6; 6; [[6.]]; [[ 6.  6.  6.  6. 33.]]; [[16784. 17442. 19462. 24180. 25334.]]
knn7: 6; 6; [[6.]]; [[ 6.  6.  6.  6. 33.  6.  6.]]; [[16784. 17442. 19462. 24180. 25334. 25888. 27266.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[16236. 17274. 17402.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[16236. 17274. 17402. 18018. 19338.]]
