knn3: 1; 1; [[1.]]; [[1. 1. 1.]]; [[35826. 46120. 72218.]]
knn5: 1; 1; [[1.]]; [[ 1.  1.  1. 12. 21.]]; [[35826. 46120. 72218. 78478. 79920.]]
knn7: 1; 1; [[1.]]; [[ 1.  1.  1. 12. 21. 18. 21.]]; [[35826. 46120. 72218. 78478. 79920. 87430. 91526.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[18328. 20070. 21778.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[18328. 20070. 21778. 22062. 25574.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[18328. 20070. 21778. 22062. 25574. 25926. 26110.]]
knn3: 3; 3; [[3.]]; [[ 3. 23. 25.]]; [[34640. 46120. 52338.]]
knn5: 3; 25; [[25.]]; [[ 3. 23. 25. 25. 40.]]; [[34640. 46120. 52338. 59808. 72932.]]
knn7: 3; 25; [[25.]]; [[ 3. 23. 25. 25. 40.  5. 19.]]; [[34640. 46120. 52338. 59808. 72932. 74910. 77838.]]
knn3: 4; 4; [[4.]]; [[21.  4. 18.]]; [[24902. 26546. 27412.]]
knn5: 4; 18; [[18.]]; [[21.  4. 18.  5. 18.]]; [[24902. 26546. 27412. 28344. 32124.]]
knn7: 4; 18; [[18.]]; [[21.  4. 18.  5. 18.  9. 40.]]; [[24902. 26546. 27412. 28344. 32124. 32944. 33300.]]
knn3: 5; 5; [[5.]]; [[ 5. 18. 21.]]; [[24378. 28110. 28130.]]
knn5: 5; 5; [[5.]]; [[ 5. 18. 21. 18.  5.]]; [[24378. 28110. 28130. 28826. 30598.]]
knn7: 5; 5; [[5.]]; [[ 5. 18. 21. 18.  5.  3. 29.]]; [[24378. 28110. 28130. 28826. 30598. 34790. 37012.]]
knn3: 6; 6; [[6.]]; [[ 6.  6. 38.]]; [[16324. 17878. 29926.]]
knn5: 6; 6; [[6.]]; [[ 6.  6. 38.  6.  2.]]; [[16324. 17878. 29926. 31166. 31276.]]
knn7: 6; 6; [[6.]]; [[ 6.  6. 38.  6.  2. 29.  6.]]; [[16324. 17878. 29926. 31166. 31276. 32364. 32696.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[16416. 17646. 18596.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[16416. 17646. 18596. 19034. 19244.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[16416. 17646. 18596. 19034. 19244. 20916. 21072.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[18036. 32318. 64078.]]
knn5: 8; 8; [[8.]]; [[ 8.  8.  8.  8. 19.]]; [[18036. 32318. 64078. 79240. 79970.]]
knn7: 8; 8; [[8.]]; [[ 8.  8.  8.  8. 19. 19. 19.]]; [[18036. 32318. 64078. 79240. 79970. 87702. 94270.]]
