knn3: 1; 1; [[1.]]; [[ 1.  6. 18.]]; [[156356. 248624. 279126.]]
knn5: 1; 1; [[1.]]; [[ 1.  6. 18.  6.  1.]]; [[156356. 248624. 279126. 281876. 286226.]]
knn7: 1; 6; [[6.]]; [[ 1.  6. 18.  6.  1. 13.  6.]]; [[156356. 248624. 279126. 281876. 286226. 289502. 293428.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[ 65232.  91036. 123932.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[ 65232.  91036. 123932. 124884. 135822.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[ 65232.  91036. 123932. 124884. 135822. 154510. 163036.]]
knn3: 3; 3; [[3.]]; [[ 3.  3. 12.]]; [[54292. 65264. 76010.]]
knn5: 3; 3; [[3.]]; [[ 3.  3. 12. 12. 26.]]; [[54292. 65264. 76010. 76630. 80770.]]
knn7: 3; 12; [[12.]]; [[ 3.  3. 12. 12. 26. 12.  9.]]; [[ 54292.  65264.  76010.  76630.  80770.  98328. 105892.]]
knn3: 4; 4; [[4.]]; [[4. 4. 9.]]; [[48546. 76602. 81502.]]
knn5: 4; 4; [[4.]]; [[ 4.  4.  9. 35. 35.]]; [[48546. 76602. 81502. 84154. 91964.]]
knn7: 4; 4; [[4.]]; [[ 4.  4.  9. 35. 35.  9.  4.]]; [[48546. 76602. 81502. 84154. 91964. 98060. 99312.]]
knn3: 5; 5; [[5.]]; [[ 5.  5. 35.]]; [[ 30418.  66016. 134952.]]
knn5: 5; 5; [[5.]]; [[ 5.  5. 35.  5. 25.]]; [[ 30418.  66016. 134952. 227222. 250926.]]
knn7: 5; 5; [[5.]]; [[ 5.  5. 35.  5. 25.  5. 15.]]; [[ 30418.  66016. 134952. 227222. 250926. 268910. 282106.]]
knn3: 6; 6; [[6.]]; [[6. 6. 6.]]; [[39380. 49304. 67174.]]
knn5: 6; 6; [[6.]]; [[6. 6. 6. 6. 6.]]; [[ 39380.  49304.  67174.  84492. 110988.]]
knn7: 6; 6; [[6.]]; [[ 6.  6.  6.  6.  6. 18. 13.]]; [[ 39380.  49304.  67174.  84492. 110988. 136670. 149764.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[38900. 52992. 80450.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[ 38900.  52992.  80450.  86244. 101242.]]
