knn3: 1; 1; [[1.]]; [[ 1.  1. 24.]]; [[57024. 61502. 67588.]]
knn5: 1; 1; [[1.]]; [[ 1.  1. 24. 24.  1.]]; [[57024. 61502. 67588. 69220. 78954.]]
knn7: 1; 1; [[1.]]; [[ 1.  1. 24. 24.  1. 16. 10.]]; [[57024. 61502. 67588. 69220. 78954. 88942. 91788.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[17852. 18010. 18208.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[17852. 18010. 18208. 21436. 22584.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[17852. 18010. 18208. 21436. 22584. 24022. 24928.]]
knn3: 3; 3; [[3.]]; [[3. 9. 3.]]; [[31728. 39154. 39986.]]
knn5: 3; 9; [[9.]]; [[3. 9. 3. 9. 9.]]; [[31728. 39154. 39986. 40112. 48718.]]
knn7: 3; 9; [[9.]]; [[ 3.  9.  3.  9.  9. 23. 33.]]; [[31728. 39154. 39986. 40112. 48718. 51686. 51852.]]
knn3: 4; 4; [[4.]]; [[ 4. 40.  5.]]; [[21370. 31976. 32634.]]
knn5: 4; 4; [[4.]]; [[ 4. 40.  5.  9. 10.]]; [[21370. 31976. 32634. 35618. 36508.]]
knn7: 4; 5; [[5.]]; [[ 4. 40.  5.  9. 10.  5. 10.]]; [[21370. 31976. 32634. 35618. 36508. 36628. 38134.]]
knn3: 5; 9; [[9.]]; [[5. 9. 9.]]; [[28274. 30128. 30312.]]
knn5: 5; 5; [[5.]]; [[5. 9. 9. 5. 4.]]; [[28274. 30128. 30312. 31880. 37356.]]
knn7: 5; 5; [[5.]]; [[ 5.  9.  9.  5.  4.  5. 40.]]; [[28274. 30128. 30312. 31880. 37356. 41402. 41554.]]
knn3: 6; 6; [[6.]]; [[ 6.  6. 18.]]; [[27710. 34976. 35894.]]
knn5: 6; 6; [[6.]]; [[ 6.  6. 18. 18.  6.]]; [[27710. 34976. 35894. 40036. 41132.]]
knn7: 6; 18; [[18.]]; [[ 6.  6. 18. 18.  6. 18. 18.]]; [[27710. 34976. 35894. 40036. 41132. 43846. 46838.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[20726. 21346. 22172.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[20726. 21346. 22172. 25104. 26766.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[20726. 21346. 22172. 25104. 26766. 27468. 32008.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[33146. 44688. 46716.]]
knn5: 8; 8; [[8.]]; [[8. 8. 8. 8. 8.]]; [[ 33146.  44688.  46716.  73008. 111494.]]
knn7: 8; 8; [[8.]]; [[ 8.  8.  8.  8.  8. 19.  5.]]; [[ 33146.  44688.  46716.  73008. 111494. 115100. 125480.]]
knn3: 9; 9; [[9.]]; [[9. 9. 9.]]; [[25556. 29336. 32740.]]
knn5: 9; 9; [[9.]]; [[ 9.  9.  9. 12.  9.]]; [[25556. 29336. 32740. 33368. 35534.]]
knn7: 9; 9; [[9.]]; [[ 9.  9.  9. 12.  9. 30. 29.]]; [[25556. 29336. 32740. 33368. 35534. 37552. 39158.]]
