knn3: 1; 18; [[18.]]; [[18. 18.  1.]]; [[86534. 94278. 94806.]]
knn5: 1; 18; [[18.]]; [[18. 18.  1. 10. 16.]]; [[86534. 94278. 94806. 95344. 98700.]]
knn7: 1; 18; [[18.]]; [[18. 18.  1. 10. 16. 18. 13.]]; [[ 86534.  94278.  94806.  95344.  98700. 105434. 107854.]]
knn3: 2; 2; [[2.]]; [[2. 2. 2.]]; [[15488. 20168. 21262.]]
knn5: 2; 2; [[2.]]; [[2. 2. 2. 2. 2.]]; [[15488. 20168. 21262. 21668. 22584.]]
knn7: 2; 2; [[2.]]; [[2. 2. 2. 2. 2. 2. 2.]]; [[15488. 20168. 21262. 21668. 22584. 22830. 23528.]]
knn3: 3; 9; [[9.]]; [[3. 9. 9.]]; [[19118. 41232. 42202.]]
knn5: 3; 9; [[9.]]; [[ 3.  9.  9.  9. 21.]]; [[19118. 41232. 42202. 42232. 49474.]]
knn7: 3; 9; [[9.]]; [[ 3.  9.  9.  9. 21. 12. 29.]]; [[19118. 41232. 42202. 42232. 49474. 53568. 53654.]]
knn3: 4; 5; [[5.]]; [[40.  5.  9.]]; [[34632. 37356. 39294.]]
knn5: 4; 9; [[9.]]; [[40.  5.  9.  9. 19.]]; [[34632. 37356. 39294. 40860. 41884.]]
knn7: 4; 5; [[5.]]; [[40.  5.  9.  9. 19.  5.  4.]]; [[34632. 37356. 39294. 40860. 41884. 45010. 48292.]]
knn3: 5; 5; [[5.]]; [[ 5.  5. 19.]]; [[38480. 44802. 51364.]]
knn5: 5; 5; [[5.]]; [[ 5.  5. 19. 19.  5.]]; [[38480. 44802. 51364. 54568. 55626.]]
knn7: 5; 19; [[19.]]; [[ 5.  5. 19. 19.  5. 19. 19.]]; [[38480. 44802. 51364. 54568. 55626. 56480. 61146.]]
knn3: 6; 6; [[6.]]; [[6. 6. 6.]]; [[16148. 17500. 30956.]]
knn5: 6; 6; [[6.]]; [[6. 6. 6. 6. 6.]]; [[16148. 17500. 30956. 34976. 35140.]]
knn7: 6; 6; [[6.]]; [[6. 6. 6. 6. 6. 6. 6.]]; [[16148. 17500. 30956. 34976. 35140. 35462. 35896.]]
knn3: 7; 7; [[7.]]; [[7. 7. 7.]]; [[16506. 18780. 18858.]]
knn5: 7; 7; [[7.]]; [[7. 7. 7. 7. 7.]]; [[16506. 18780. 18858. 20168. 21658.]]
knn7: 7; 7; [[7.]]; [[7. 7. 7. 7. 7. 7. 7.]]; [[16506. 18780. 18858. 20168. 21658. 23206. 25104.]]
knn3: 8; 8; [[8.]]; [[8. 8. 8.]]; [[44688. 70716. 93684.]]
