1;1;[0, 1, 0, 4, 2, 1, 9, 130, 1, 3, 0, 13, 9, 5, 45, 232, 0, 10, 1, 79, 4, 7, 8, 290, 5, 9, 7, 69, 13, 21, 40, 445, 0, 0, 0, 3, 2, 6, 1, 40, 2, 6, 3, 19, 5, 7, 32, 57, 5, 81, 6, 353, 6, 32, 24, 266, 12, 30, 6, 71, 12, 25, 26, 113, 0, 0, 0, 7, 1, 2, 6, 24, 1, 2, 1, 8, 5, 1, 18, 29, 1, 12, 1, 21, 0, 6, 10, 45, 3, 6, 8, 31, 8, 7, 20, 58, 7, 10, 3, 16, 6, 7, 8, 55, 2, 16, 7, 32, 19, 11, 30, 38, 77, 333, 26, 347, 36, 37, 25, 128, 47, 50, 26, 58, 22, 20, 40, 50, 0, 0, 1, 7, 2, 3, 8, 37, 8, 6, 8, 19, 122, 21, 170, 153, 0, 15, 3, 27, 2, 8, 11, 44, 13, 29, 10, 29, 20, 25, 33, 102, 0, 3, 0, 6, 0, 6, 5, 28, 6, 15, 2, 8, 15, 9, 23, 31, 4, 30, 3, 43, 7, 16, 13, 33, 21, 27, 4, 21, 33, 25, 21, 20, 13, 7, 5, 16, 2, 9, 12, 44, 50, 25, 32, 20, 163, 22, 333, 71, 19, 25, 3, 23, 11, 11, 20, 39, 47, 33, 14, 29, 46, 14, 29, 37, 123, 57, 29, 52, 33, 23, 33, 68, 327, 39, 43, 38, 190, 31, 88, 35, 312, 224, 31, 100, 67, 30, 45, 47, 590, 108, 49, 44, 87, 23, 31, 24]
1;2;[0, 0, 0, 2, 0, 0, 3, 94, 1, 0, 0, 9, 2, 3, 32, 263, 0, 5, 0, 50, 0, 7, 6, 262, 5, 7, 2, 45, 12, 23, 43, 448, 0, 0, 0, 7, 0, 3, 2, 41, 0, 5, 0, 9, 4, 6, 21, 69, 3, 83, 2, 331, 9, 25, 15, 237, 11, 32, 9, 87, 16, 27, 32, 116, 0, 0, 0, 7, 0, 3, 5, 22, 0, 3, 0, 7, 4, 1, 20, 37, 1, 3, 2, 30, 0, 3, 5, 46, 3, 6, 4, 30, 7, 8, 24, 56, 9, 8, 3, 24, 4, 7, 13, 42, 2, 7, 11, 28, 10, 9, 29, 46, 74, 283, 24, 348, 25, 38, 39, 153, 39, 65, 21, 62, 39, 21, 41, 75, 0, 0, 0, 4, 0, 4, 3, 43, 5, 4, 3, 21, 95, 27, 205, 180, 0, 3, 0, 21, 3, 6, 9, 53, 11, 14, 9, 32, 31, 32, 52, 102, 0, 2, 1, 8, 2, 1, 4, 25, 5, 9, 5, 17, 29, 23, 35, 44, 3, 38, 4, 33, 4, 18, 10, 30, 18, 40, 6, 22, 31, 28, 18, 40, 11, 4, 3, 10, 3, 8, 16, 42, 49, 22, 20, 29, 209, 23, 378, 76, 11, 22, 9, 34, 8, 19, 17, 43, 36, 41, 16, 44, 46, 25, 44, 35, 137, 42, 29, 29, 33, 21, 40, 47, 200, 60, 53, 41, 173, 25, 114, 45, 306, 258, 34, 124, 60, 46, 46, 51, 505, 143, 44, 43, 120, 29, 55, 11]
1;3;[0, 0, 0, 8, 4, 0, 14, 128, 1, 2, 0, 14, 4, 7, 47, 314, 0, 5, 0, 65, 2, 3, 8, 300, 16, 15, 3, 55, 9, 15, 38, 484, 2, 0, 0, 6, 1, 3, 7, 54, 1, 4, 1, 8, 6, 6, 22, 61, 5, 58, 6, 272, 6, 28, 9, 223, 7, 36, 5, 46, 23, 26, 37, 104, 0, 1, 2, 1, 0, 0, 5, 14, 1, 1, 2, 6, 3, 1, 23, 27, 0, 4, 0, 34, 0, 2, 4, 35, 2, 10, 4, 15, 2, 6, 15, 52, 6, 2, 3, 14, 9, 2, 12, 45, 10, 9, 3, 23, 16, 9, 28, 48, 80, 269, 25, 254, 30, 35, 39, 113, 51, 68, 24, 72, 30, 28, 45, 61, 0, 0, 2, 0, 0, 0, 1, 40, 8, 2, 8, 18, 81, 19, 132, 166, 1, 3, 1, 27, 1, 3, 6, 57, 14, 17, 6, 46, 27, 33, 39, 120, 1, 3, 0, 5, 4, 3, 9, 24, 3, 9, 3, 14, 26, 15, 19, 31, 2, 32, 1, 35, 4, 19, 8, 37, 15, 26, 10, 22, 30, 32, 20, 27, 14, 4, 9, 16, 6, 3, 23, 35, 51, 19, 23, 26, 141, 23, 313, 77, 12, 27, 4, 33, 11, 12, 18, 41, 33, 38, 27, 32, 29, 18, 49, 45, 166, 46, 17, 63, 28, 30, 46, 72, 327, 59, 22, 53, 155, 26, 83, 67, 361, 264, 39, 123, 79, 44, 60, 70, 594, 135, 47, 55, 109, 28, 57, 31]
1;4;[0, 0, 0, 3, 0, 0, 4, 116, 0, 0, 0, 13, 2, 4, 63, 392, 0, 4, 0, 71, 1, 2, 12, 463, 3, 4, 0, 51, 7, 19, 26, 519, 0, 1, 0, 10, 0, 1, 7, 37, 2, 2, 1, 11, 4, 4, 30, 56, 4, 68, 4, 253, 5, 30, 15, 253, 6, 16, 5, 61, 22, 30, 26, 108, 0, 0, 1, 5, 0, 0, 2, 23, 0, 2, 2, 11, 0, 4, 16, 40, 0, 5, 4, 25, 2, 11, 9, 40, 2, 8, 3, 11, 6, 6, 15, 47, 3, 6, 4, 15, 9, 5, 10, 47, 5, 13, 7, 24, 8, 9, 19, 31, 46, 252, 19, 346, 24, 32, 23, 122, 27, 51, 23, 44, 32, 22, 38, 43, 0, 0, 0, 4, 1, 4, 2, 30, 4, 3, 7, 22, 97, 25, 330, 288, 1, 5, 3, 18, 1, 6, 3, 57, 7, 18, 6, 31, 22, 25, 50, 94, 0, 3, 0, 5, 2, 0, 4, 22, 9, 9, 6, 10, 17, 9, 22, 33, 2, 26, 5, 21, 8, 18, 5, 17, 15, 26, 7, 21, 28, 21, 17, 28, 5, 4, 4, 10, 5, 2, 18, 47, 33, 19, 21, 32, 189, 17, 401, 86, 9, 23, 12, 20, 9, 8, 19, 37, 37, 25, 18, 28, 43, 21, 44, 52, 132, 43, 10, 42, 45, 15, 42, 54, 273, 49, 36, 44, 179, 24, 73, 49, 250, 246, 34, 88, 89, 39, 31, 48, 502, 130, 57, 67, 106, 27, 50, 42]
1;5;[0, 0, 0, 5, 1, 2, 5, 117, 0, 2, 1, 14, 2, 8, 89, 567, 0, 5, 0, 50, 0, 1, 4, 329, 1, 8, 4, 53, 8, 18, 60, 590, 1, 0, 1, 1, 1, 2, 3, 38, 0, 2, 1, 9, 2, 7, 25, 75, 3, 82, 0, 336, 7, 35, 13, 197, 7, 25, 5, 39, 12, 23, 32, 87, 0, 0, 0, 1, 0, 2, 3, 15, 0, 0, 1, 5, 11, 4, 37, 62, 0, 4, 1, 14, 0, 3, 8, 54, 1, 8, 2, 18, 4, 10, 16, 60, 5, 7, 0, 18, 7, 3, 11, 36, 2, 4, 2, 12, 12, 10, 22, 36, 47, 240, 25, 377, 15, 28, 20, 94, 31, 46, 23, 61, 20, 16, 26, 38, 0, 0, 1, 1, 1, 1, 4, 53, 4, 3, 1, 12, 81, 34, 365, 421, 1, 8, 1, 17, 3, 4, 7, 68, 7, 13, 9, 31, 33, 24, 72, 151, 0, 2, 3, 4, 3, 4, 3, 19, 3, 3, 5, 7, 20, 17, 30, 43, 0, 22, 0, 24, 6, 16, 5, 31, 6, 30, 7, 15, 19, 19, 18, 19, 11, 5, 4, 10, 5, 4, 19, 46, 48, 17, 17, 22, 191, 32, 413, 133, 7, 7, 3, 20, 10, 6, 15, 39, 23, 21, 13, 26, 45, 19, 57, 55, 168, 20, 9, 37, 30, 20, 35, 62, 165, 38, 37, 34, 132, 23, 81, 46, 305, 221, 26, 78, 37, 30, 29, 49, 432, 91, 33, 38, 89, 22, 42, 15]
1;6;[0, 0, 0, 2, 2, 1, 15, 85, 0, 1, 0, 14, 1, 4, 44, 165, 0, 5, 0, 64, 0, 4, 6, 299, 2, 8, 4, 52, 8, 29, 38, 305, 0, 2, 0, 12, 2, 5, 2, 38, 0, 4, 3, 16, 1, 10, 24, 54, 3, 91, 5, 356, 4, 37, 14, 267, 8, 30, 9, 74, 20, 44, 39, 117, 0, 0, 0, 5, 0, 0, 3, 10, 0, 1, 2, 9, 2, 8, 22, 29, 3, 10, 2, 42, 2, 7, 5, 37, 3, 4, 6, 20, 10, 10, 24, 46, 3, 10, 7, 17, 7, 4, 11, 36, 12, 13, 12, 30, 15, 11, 27, 32, 63, 336, 34, 371, 22, 56, 33, 123, 45, 59, 36, 89, 29, 23, 42, 75, 1, 0, 0, 8, 1, 4, 9, 20, 3, 9, 7, 17, 115, 32, 174, 147, 2, 6, 2, 14, 2, 7, 9, 37, 9, 24, 6, 38, 19, 22, 32, 96, 1, 2, 1, 12, 1, 7, 5, 21, 6, 12, 8, 17, 28, 10, 35, 32, 8, 37, 3, 32, 9, 31, 15, 35, 24, 36, 9, 22, 30, 33, 13, 26, 5, 7, 5, 19, 4, 5, 14, 31, 49, 20, 27, 32, 191, 20, 358, 76, 24, 26, 7, 43, 19, 15, 15, 37, 47, 30, 26, 27, 59, 15, 49, 41, 125, 45, 18, 45, 38, 22, 45, 82, 301, 71, 40, 34, 194, 26, 109, 59, 274, 212, 30, 112, 82, 47, 46, 69, 475, 136, 55, 71, 115, 25, 41, 30]
1;8;[0, 0, 0, 6, 0, 1, 9, 163, 1, 2, 0, 9, 6, 2, 70, 571, 0, 2, 0, 67, 3, 7, 5, 363, 3, 13, 4, 62, 10, 19, 41, 645, 1, 2, 0, 5, 0, 0, 7, 43, 0, 6, 1, 7, 5, 5, 27, 49, 2, 75, 6, 266, 6, 15, 17, 264, 11, 11, 3, 50, 12, 32, 25, 124, 0, 1, 0, 2, 1, 1, 2, 22, 0, 1, 0, 7, 8, 5, 17, 40, 1, 6, 1, 26, 3, 3, 3, 31, 2, 9, 2, 21, 2, 9, 15, 45, 11, 2, 3, 8, 7, 6, 6, 39, 14, 9, 5, 16, 8, 9, 21, 38, 68, 237, 13, 281, 29, 27, 20, 119, 44, 35, 13, 54, 23, 17, 34, 50, 0, 1, 0, 5, 2, 1, 6, 25, 5, 7, 5, 16, 83, 23, 289, 271, 3, 6, 1, 22, 0, 7, 8, 58, 9, 19, 6, 35, 19, 25, 37, 102, 3, 2, 3, 5, 2, 6, 10, 13, 10, 3, 1, 8, 14, 8, 23, 33, 4, 20, 2, 19, 5, 12, 13, 31, 12, 20, 6, 25, 21, 23, 19, 27, 11, 7, 6, 5, 6, 2, 11, 33, 46, 21, 14, 25, 158, 25, 361, 84, 10, 16, 0, 30, 6, 9, 18, 44, 50, 28, 9, 35, 42, 13, 44, 50, 187, 39, 21, 39, 34, 27, 31, 58, 248, 42, 35, 36, 144, 25, 74, 59, 339, 211, 30, 89, 57, 21, 39, 47, 537, 106, 47, 55, 94, 30, 44, 28]
1;9;[0, 0, 0, 3, 0, 0, 5, 174, 1, 0, 0, 13, 6, 2, 79, 602, 1, 8, 0, 63, 3, 5, 8, 445, 6, 16, 7, 51, 11, 17, 71, 652, 0, 1, 0, 4, 0, 0, 2, 44, 1, 4, 0, 15, 2, 7, 17, 78, 2, 54, 3, 200, 4, 26, 12, 201, 13, 25, 5, 45, 20, 24, 36, 96, 0, 0, 0, 3, 0, 1, 1, 11, 1, 3, 1, 3, 2, 2, 23, 32, 0, 1, 0, 23, 1, 3, 5, 43, 3, 2, 1, 19, 2, 7, 24, 29, 9, 6, 2, 13, 1, 3, 12, 43, 9, 5, 2, 18, 15, 16, 18, 36, 55, 149, 14, 253, 17, 19, 26, 88, 51, 32, 11, 35, 27, 12, 33, 34, 0, 0, 0, 4, 1, 2, 8, 42, 3, 8, 5, 21, 80, 15, 359, 288, 1, 5, 1, 24, 2, 8, 8, 68, 13, 16, 4, 30, 26, 27, 49, 115, 0, 4, 0, 6, 1, 3, 2, 11, 6, 3, 4, 16, 15, 8, 19, 29, 4, 14, 1, 14, 8, 13, 5, 14, 19, 12, 4, 19, 16, 15, 13, 16, 9, 5, 0, 10, 3, 2, 9, 36, 48, 20, 13, 20, 194, 27, 368, 110, 14, 14, 4, 15, 10, 7, 22, 49, 54, 36, 13, 30, 34, 24, 48, 32, 199, 48, 25, 49, 52, 23, 50, 68, 273, 66, 20, 41, 201, 26, 78, 39, 376, 172, 17, 66, 64, 23, 41, 46, 567, 92, 44, 44, 100, 18, 23, 26]
1;10;[0, 0, 0, 4, 0, 0, 3, 139, 0, 0, 0, 16, 3, 2, 61, 612, 0, 5, 0, 60, 0, 4, 7, 353, 5, 15, 2, 53, 6, 13, 36, 628, 0, 1, 0, 4, 1, 4, 4, 41, 0, 1, 1, 8, 4, 4, 28, 75, 4, 81, 5, 307, 6, 35, 6, 217, 8, 22, 5, 34, 17, 24, 26, 91, 0, 0, 2, 3, 0, 0, 4, 17, 0, 0, 1, 5, 5, 4, 25, 36, 0, 7, 0, 27, 1, 5, 5, 37, 5, 8, 6, 21, 4, 4, 16, 54, 6, 3, 5, 17, 4, 7, 17, 40, 2, 5, 2, 16, 11, 8, 22, 22, 58, 294, 19, 368, 30, 35, 25, 112, 39, 55, 11, 57, 20, 19, 39, 45, 0, 1, 0, 5, 2, 4, 1, 47, 3, 1, 2, 18, 113, 25, 322, 350, 1, 4, 0, 17, 3, 5, 9, 53, 12, 18, 6, 30, 23, 29, 55, 112, 0, 2, 1, 3, 2, 2, 5, 13, 6, 5, 6, 8, 24, 6, 24, 26, 2, 35, 0, 23, 1, 11, 5, 28, 18, 24, 12, 20, 19, 44, 14, 21, 11, 3, 0, 9, 7, 8, 11, 33, 49, 11, 18, 18, 154, 22, 375, 97, 11, 17, 4, 20, 8, 15, 14, 26, 41, 22, 16, 40, 33, 14, 41, 37, 195, 37, 10, 38, 37, 15, 37, 41, 220, 35, 30, 29, 123, 20, 60, 42, 313, 226, 41, 106, 44, 29, 33, 41, 457, 109, 32, 46, 90, 28, 41, 27]
2;1;[0, 2, 0, 19, 2, 1, 12, 125, 1, 0, 0, 12, 11, 6, 51, 246, 2, 5, 2, 87, 5, 4, 19, 239, 22, 16, 10, 54, 20, 19, 46, 347, 4, 1, 2, 9, 1, 2, 8, 45, 4, 5, 3, 29, 12, 8, 34, 54, 7, 120, 13, 295, 10, 29, 21, 188, 23, 41, 12, 55, 20, 38, 45, 84, 0, 1, 8, 7, 0, 1, 9, 12, 3, 0, 3, 13, 4, 7, 33, 29, 1, 3, 5, 25, 2, 5, 6, 30, 6, 14, 5, 20, 11, 14, 20, 37, 14, 11, 15, 29, 8, 11, 25, 53, 15, 26, 9, 36, 25, 24, 31, 48, 96, 301, 39, 325, 26, 34, 52, 81, 56, 55, 19, 51, 30, 16, 27, 24, 1, 2, 0, 3, 2, 3, 11, 36, 10, 6, 2, 18, 130, 31, 176, 155, 3, 14, 2, 32, 5, 8, 25, 67, 17, 34, 6, 36, 31, 30, 44, 77, 2, 7, 0, 6, 3, 7, 4, 23, 3, 11, 9, 22, 22, 11, 24, 19, 6, 32, 5, 39, 9, 14, 12, 41, 15, 36, 14, 21, 34, 28, 15, 18, 12, 7, 6, 17, 7, 9, 23, 60, 78, 25, 20, 27, 283, 41, 332, 62, 21, 23, 6, 34, 10, 13, 29, 35, 53, 27, 23, 38, 44, 19, 31, 43, 144, 47, 19, 60, 44, 37, 49, 80, 247, 77, 38, 56, 154, 20, 69, 30, 310, 230, 35, 67, 63, 23, 50, 52, 485, 82, 35, 31, 73, 18, 20, 19]
